,Unnamed: 0.1,Unnamed: 0,subjects,objects,relationships,dates,titles,weight,Year
2664,2664,2664,water,Observing rainf...,http://1.usa.gov/1161mJO,"April 14, 2013","Observing rainfall has become standard in our modern world. Where the rain goes, so too do the umbrellas -- and flood warnings, drought assessments, estimates for freshwater water reservoirs, long term planning for farmers, alerts for waterborne diseases, even famine early warning systems.",0, 2013
2665,2665,2665,Earth,NASA's 'Eyes on...,http://1.usa.gov/10WrIMX,"April 10, 2013",NASA's 'Eyes on the Earth' is a 2013 Webby Honoree,0, 2013
2666,2666,2666,Ozone,Ozone stinks.  ...,/news/899/dont-let-this-happen-to-your-planet/,"April  8, 2013",Ozone stinks.  People who breathe it gag as their lungs burn.  The EPA classifies ground-level ozone as air pollution.,0, 2013
2667,2667,2667,ozone,Ozone stinks.  ...,/news/899/dont-let-this-happen-to-your-planet/,"April  8, 2013",Ozone stinks.  People who breathe it gag as their lungs burn.  The EPA classifies ground-level ozone as air pollution.,2, 2013
2668,2668,2668,pollution,Ozone stinks.  ...,/news/899/dont-let-this-happen-to-your-planet/,"April  8, 2013",Ozone stinks.  People who breathe it gag as their lungs burn.  The EPA classifies ground-level ozone as air pollution.,3, 2013
2669,2669,2669,ice,In September 20...,/news/896/sea-ice-max-continues-downward-trend/,"April  3, 2013","In September 2012, the ice cap over the Arctic Ocean shrank to its lowest extent on record, about half the size of the average summertime extent from 1979 to 2000. That sea ice minimum continued a long-term trend of diminishing ice cover over the past few decades.",0, 2013
2670,2670,2670,Arctic,In September 20...,/news/896/sea-ice-max-continues-downward-trend/,"April  3, 2013","In September 2012, the ice cap over the Arctic Ocean shrank to its lowest extent on record, about half the size of the average summertime extent from 1979 to 2000. That sea ice minimum continued a long-term trend of diminishing ice cover over the past few decades.",2, 2013
2671,2671,2671,Ocean,In September 20...,/news/896/sea-ice-max-continues-downward-trend/,"April  3, 2013","In September 2012, the ice cap over the Arctic Ocean shrank to its lowest extent on record, about half the size of the average summertime extent from 1979 to 2000. That sea ice minimum continued a long-term trend of diminishing ice cover over the past few decades.",4, 2013
2672,2672,2672,sea ice,In September 20...,/news/896/sea-ice-max-continues-downward-trend/,"April  3, 2013","In September 2012, the ice cap over the Arctic Ocean shrank to its lowest extent on record, about half the size of the average summertime extent from 1979 to 2000. That sea ice minimum continued a long-term trend of diminishing ice cover over the past few decades.",6, 2013
2673,2673,2673,ice,In September 20...,/news/896/sea-ice-max-continues-downward-trend/,"April  3, 2013","In September 2012, the ice cap over the Arctic Ocean shrank to its lowest extent on record, about half the size of the average summertime extent from 1979 to 2000. That sea ice minimum continued a long-term trend of diminishing ice cover over the past few decades.",7, 2013
2674,2674,2674,planet,A versatile NAS...,/news/895/nasa-flies-radar-south-on-wide-ranging-expedition/,"April  3, 2013",A versatile NASA airborne imaging radar system is showcasing its broad scientific prowess for studying our home planet during a month-long expedition over the Americas.,0, 2013
2675,2675,2675,weather,While a high-pr...,/news/894/warm-arctic-chilly-mid-latitudes/,"April  3, 2013","While a high-pressure weather system brought warmer than normal temperatures to Greenland and northern Canada in March 2013, much of North America, Europe, and Asia shivered through weeks of unseasonably cool temperatures.",0, 2013
2676,2676,2676,Canada,While a high-pr...,/news/894/warm-arctic-chilly-mid-latitudes/,"April  3, 2013","While a high-pressure weather system brought warmer than normal temperatures to Greenland and northern Canada in March 2013, much of North America, Europe, and Asia shivered through weeks of unseasonably cool temperatures.",2, 2013
2677,2677,2677,Europe,While a high-pr...,/news/894/warm-arctic-chilly-mid-latitudes/,"April  3, 2013","While a high-pressure weather system brought warmer than normal temperatures to Greenland and northern Canada in March 2013, much of North America, Europe, and Asia shivered through weeks of unseasonably cool temperatures.",4, 2013
2678,2678,2678,temperatures,While a high-pr...,/news/894/warm-arctic-chilly-mid-latitudes/,"April  3, 2013","While a high-pressure weather system brought warmer than normal temperatures to Greenland and northern Canada in March 2013, much of North America, Europe, and Asia shivered through weeks of unseasonably cool temperatures.",5, 2013
2679,2679,2679,newest,This video high...,/news/893/earth-from-orbit-in-2012/,"April  2, 2013","This video highlights some of the newest satellites in the NASA's fleet, including the versatile Suomi National Polar-orbiting (NPP) satellite, a partnership between NASA and the National Oceanic and Atmospheric Administration, and Aquarius, which measures sea surface salinity and is a joint project between NASA and the Space Agency of Argentina.",0, 2013
2680,2680,2680,satellite,This video high...,/news/893/earth-from-orbit-in-2012/,"April  2, 2013","This video highlights some of the newest satellites in the NASA's fleet, including the versatile Suomi National Polar-orbiting (NPP) satellite, a partnership between NASA and the National Oceanic and Atmospheric Administration, and Aquarius, which measures sea surface salinity and is a joint project between NASA and the Space Agency of Argentina.",2, 2013
2681,2681,2681,Atmospheric,This video high...,/news/893/earth-from-orbit-in-2012/,"April  2, 2013","This video highlights some of the newest satellites in the NASA's fleet, including the versatile Suomi National Polar-orbiting (NPP) satellite, a partnership between NASA and the National Oceanic and Atmospheric Administration, and Aquarius, which measures sea surface salinity and is a joint project between NASA and the Space Agency of Argentina.",4, 2013
2682,2682,2682,sea surface,This video high...,/news/893/earth-from-orbit-in-2012/,"April  2, 2013","This video highlights some of the newest satellites in the NASA's fleet, including the versatile Suomi National Polar-orbiting (NPP) satellite, a partnership between NASA and the National Oceanic and Atmospheric Administration, and Aquarius, which measures sea surface salinity and is a joint project between NASA and the Space Agency of Argentina.",6, 2013
2683,2683,2683,salinity,This video high...,/news/893/earth-from-orbit-in-2012/,"April  2, 2013","This video highlights some of the newest satellites in the NASA's fleet, including the versatile Suomi National Polar-orbiting (NPP) satellite, a partnership between NASA and the National Oceanic and Atmospheric Administration, and Aquarius, which measures sea surface salinity and is a joint project between NASA and the Space Agency of Argentina.",7, 2013
2684,2684,2684,Earth,NASA Earth scie...,/news/891/nasa-flies-dragon-eye-unmanned-aircraft-into-volcanic-plume/,"April  1, 2013","NASA Earth science researchers last month traveled to Turrialba Volcano, near San Jose, Costa Rica, to fly a Dragon Eye unmanned aerial vehicle (UAV) -- a small electric aircraft equipped with cameras and sensors -- into the volcano’s sulfur dioxide plume and over its summit crater, to study Turrialba’s chemical environment.",0, 2013
2685,2685,2685,environment,NASA Earth scie...,/news/891/nasa-flies-dragon-eye-unmanned-aircraft-into-volcanic-plume/,"April  1, 2013","NASA Earth science researchers last month traveled to Turrialba Volcano, near San Jose, Costa Rica, to fly a Dragon Eye unmanned aerial vehicle (UAV) -- a small electric aircraft equipped with cameras and sensors -- into the volcano’s sulfur dioxide plume and over its summit crater, to study Turrialba’s chemical environment.",1, 2013
2686,2686,2686,satellite,The Visible Inf...,/news/890/extensive-ice-fractures-in-the-beaufort-sea/,"March 31, 2013",The Visible Infrared Imaging Radiometer Suite (VIIRS) on the Suomi NPP satellite captured this view of extensive sea-ice fracturing off the northern coast of Alaska.,0, 2013
2687,2687,2687,sea-,The Visible Inf...,/news/890/extensive-ice-fractures-in-the-beaufort-sea/,"March 31, 2013",The Visible Infrared Imaging Radiometer Suite (VIIRS) on the Suomi NPP satellite captured this view of extensive sea-ice fracturing off the northern coast of Alaska.,2, 2013
2688,2688,2688,ice,The Visible Inf...,/news/890/extensive-ice-fractures-in-the-beaufort-sea/,"March 31, 2013",The Visible Infrared Imaging Radiometer Suite (VIIRS) on the Suomi NPP satellite captured this view of extensive sea-ice fracturing off the northern coast of Alaska.,3, 2013
2689,2689,2689,Ocean,"Recently, we pu...",/news/889/matters-of-scale-and-why-they-matter/,"March 26, 2013","Recently, we published a data visualization showing tropospheric NO2 over the Indian Ocean. The effort got us to thinking about how we try to present data in a way that’s easy to intepret while staying true to the science.",0, 2013
2690,2690,2690,Arctic,"On March 15, 20...",http://bit.ly/YG6As9,"March 25, 2013","On March 15, 2013, Arctic sea ice extent appears to have reached its annual maximum extent, marking the beginning of the sea ice melt season. This year’s maximum extent was the sixth lowest in the satellite record.",0, 2013
2691,2691,2691,sea ice,"On March 15, 20...",http://bit.ly/YG6As9,"March 25, 2013","On March 15, 2013, Arctic sea ice extent appears to have reached its annual maximum extent, marking the beginning of the sea ice melt season. This year’s maximum extent was the sixth lowest in the satellite record.",2, 2013
2692,2692,2692,sea ice,"On March 15, 20...",http://bit.ly/YG6As9,"March 25, 2013","On March 15, 2013, Arctic sea ice extent appears to have reached its annual maximum extent, marking the beginning of the sea ice melt season. This year’s maximum extent was the sixth lowest in the satellite record.",4, 2013
2693,2693,2693,satellite,"On March 15, 20...",http://bit.ly/YG6As9,"March 25, 2013","On March 15, 2013, Arctic sea ice extent appears to have reached its annual maximum extent, marking the beginning of the sea ice melt season. This year’s maximum extent was the sixth lowest in the satellite record.",5, 2013
2694,2694,2694,Earth,NASA Jet Propul...,/news/887/jpl-scientists-reflect-on-world-water-day/,"March 24, 2013","NASA Jet Propulsion Laboratory Earth scientists and many of its Earth missions are busy studying our Water World and the complex interactions between Earth's water and its atmosphere, land and living organisms that make up our dynamic Earth system.",0, 2013
2695,2695,2695,Earth,NASA Jet Propul...,/news/887/jpl-scientists-reflect-on-world-water-day/,"March 24, 2013","NASA Jet Propulsion Laboratory Earth scientists and many of its Earth missions are busy studying our Water World and the complex interactions between Earth's water and its atmosphere, land and living organisms that make up our dynamic Earth system.",2, 2013
2696,2696,2696,Water,NASA Jet Propul...,/news/887/jpl-scientists-reflect-on-world-water-day/,"March 24, 2013","NASA Jet Propulsion Laboratory Earth scientists and many of its Earth missions are busy studying our Water World and the complex interactions between Earth's water and its atmosphere, land and living organisms that make up our dynamic Earth system.",4, 2013
2697,2697,2697,Earth,NASA Jet Propul...,/news/887/jpl-scientists-reflect-on-world-water-day/,"March 24, 2013","NASA Jet Propulsion Laboratory Earth scientists and many of its Earth missions are busy studying our Water World and the complex interactions between Earth's water and its atmosphere, land and living organisms that make up our dynamic Earth system.",6, 2013
2698,2698,2698,water,NASA Jet Propul...,/news/887/jpl-scientists-reflect-on-world-water-day/,"March 24, 2013","NASA Jet Propulsion Laboratory Earth scientists and many of its Earth missions are busy studying our Water World and the complex interactions between Earth's water and its atmosphere, land and living organisms that make up our dynamic Earth system.",8, 2013
2699,2699,2699,atmosphere,NASA Jet Propul...,/news/887/jpl-scientists-reflect-on-world-water-day/,"March 24, 2013","NASA Jet Propulsion Laboratory Earth scientists and many of its Earth missions are busy studying our Water World and the complex interactions between Earth's water and its atmosphere, land and living organisms that make up our dynamic Earth system.",10, 2013
2700,2700,2700,Earth,NASA Jet Propul...,/news/887/jpl-scientists-reflect-on-world-water-day/,"March 24, 2013","NASA Jet Propulsion Laboratory Earth scientists and many of its Earth missions are busy studying our Water World and the complex interactions between Earth's water and its atmosphere, land and living organisms that make up our dynamic Earth system.",11, 2013
2701,2701,2701,Arctic,NASA's Operatio...,/news/886/nasa-begins-new-season-of-arctic-ice-science-flights/,"March 20, 2013",NASA's Operation IceBridge scientists have begun another season of research activity over Arctic ice sheets and sea ice with the first of a series of science flights from Greenland completed on Wednesday.,0, 2013
2702,2702,2702,ice,NASA's Operatio...,/news/886/nasa-begins-new-season-of-arctic-ice-science-flights/,"March 20, 2013",NASA's Operation IceBridge scientists have begun another season of research activity over Arctic ice sheets and sea ice with the first of a series of science flights from Greenland completed on Wednesday.,2, 2013
2703,2703,2703,sea ice,NASA's Operatio...,/news/886/nasa-begins-new-season-of-arctic-ice-science-flights/,"March 20, 2013",NASA's Operation IceBridge scientists have begun another season of research activity over Arctic ice sheets and sea ice with the first of a series of science flights from Greenland completed on Wednesday.,3, 2013
2704,2704,2704,temperatures,A combination o...,/news/885/nasa-pinpoints-causes-of-2011-arctic-ozone-hole/,"March 18, 2013","A combination of extreme cold temperatures, man-made chemicals and a stagnant atmosphere were behind what became known as the Arctic ozone hole of 2011, a new NASA study finds.",0, 2013
2705,2705,2705,atmosphere,A combination o...,/news/885/nasa-pinpoints-causes-of-2011-arctic-ozone-hole/,"March 18, 2013","A combination of extreme cold temperatures, man-made chemicals and a stagnant atmosphere were behind what became known as the Arctic ozone hole of 2011, a new NASA study finds.",2, 2013
2706,2706,2706,Arctic,A combination o...,/news/885/nasa-pinpoints-causes-of-2011-arctic-ozone-hole/,"March 18, 2013","A combination of extreme cold temperatures, man-made chemicals and a stagnant atmosphere were behind what became known as the Arctic ozone hole of 2011, a new NASA study finds.",3, 2013
2707,2707,2707,sea level,Learn about sea...,http://1.usa.gov/ZEcls1,"March 18, 2013",Learn about sea level's role in climate change from space.,0, 2013
2708,2708,2708,climate,Learn about sea...,http://1.usa.gov/ZEcls1,"March 18, 2013",Learn about sea level's role in climate change from space.,1, 2013
2709,2709,2709,climate,A consensus is ...,http://earthobservatory.nasa.gov/Features/ClimateStorms/,"March 14, 2013","A consensus is emerging among climate researchers: For several types of storms, global warming may prime the atmosphere to produce fewer but stronger storms.",0, 2013
2710,2710,2710,atmosphere,A consensus is ...,http://earthobservatory.nasa.gov/Features/ClimateStorms/,"March 14, 2013","A consensus is emerging among climate researchers: For several types of storms, global warming may prime the atmosphere to produce fewer but stronger storms.",1, 2013
2711,2711,2711,ice,There are times...,/news/881/nasa-workshop-transforms-teachers-into-glaciologists-for-a-week/,"March 12, 2013","There are times in a teacher’s professional life when she or he hits a wall. For the participants of a NASA training program for educators held on Feb. 11-15, the wall was a 50-foot icefall that the teachers proceeded to climb using ice axes and crampons.",0, 2013
2712,2712,2712,Earth,Vegetation grow...,/news/880/amplified-greenhouse-effect-shifts-norths-growing-seasons/,"March 10, 2013","Vegetation growth at Earth's northern latitudes increasingly resembles lusher latitudes to the south, according to a NASA-funded study based on a 30-year record of land surface and newly improved satellite data sets.",0, 2013
2713,2713,2713,satellite,Vegetation grow...,/news/880/amplified-greenhouse-effect-shifts-norths-growing-seasons/,"March 10, 2013","Vegetation growth at Earth's northern latitudes increasingly resembles lusher latitudes to the south, according to a NASA-funded study based on a 30-year record of land surface and newly improved satellite data sets.",1, 2013
2714,2714,2714,Weather,Storms get all ...,/news/879/storms-come-in-many-forms/,"March  6, 2013","Storms get all sorts of names. Weather forecasters use terms like snowstorms, hailstorms, blizzards, low-pressure systems, hurricanes, derechos, and twisters. Individual tropical storms have long been named by the U.S. National Hurricane Center and the World Meteorological Organization; more recently, media outlets have started naming winter storms.",0, 2013
2715,2715,2715,blizzards,Storms get all ...,/news/879/storms-come-in-many-forms/,"March  6, 2013","Storms get all sorts of names. Weather forecasters use terms like snowstorms, hailstorms, blizzards, low-pressure systems, hurricanes, derechos, and twisters. Individual tropical storms have long been named by the U.S. National Hurricane Center and the World Meteorological Organization; more recently, media outlets have started naming winter storms.",2, 2013
2716,2716,2716,pressure,Storms get all ...,/news/879/storms-come-in-many-forms/,"March  6, 2013","Storms get all sorts of names. Weather forecasters use terms like snowstorms, hailstorms, blizzards, low-pressure systems, hurricanes, derechos, and twisters. Individual tropical storms have long been named by the U.S. National Hurricane Center and the World Meteorological Organization; more recently, media outlets have started naming winter storms.",4, 2013
2717,2717,2717,U.S.,Storms get all ...,/news/879/storms-come-in-many-forms/,"March  6, 2013","Storms get all sorts of names. Weather forecasters use terms like snowstorms, hailstorms, blizzards, low-pressure systems, hurricanes, derechos, and twisters. Individual tropical storms have long been named by the U.S. National Hurricane Center and the World Meteorological Organization; more recently, media outlets have started naming winter storms.",5, 2013
2718,2718,2718,Island,Hurricane Sandy...,/news/877/nasa-wallops-recovery-continues-from-hurricane-sandy/,"March  5, 2013","Hurricane Sandy came ashore in northern New Jersey Oct. 29, 2012, and as the powerful storm made its way along the East Coast it brought damage to NASA's Wallops Flight Facility in Wallops Island, Va.",0, 2013
2719,2719,2719,satellite,The Suomi Natio...,http://1.usa.gov/VAlYJR,"March  4, 2013","The Suomi National Polar-orbiting Partnership (NPP) satellite, a partnership between NASA and the National Oceanic and Atmospheric Administration (NOAA), was transitioned to NOAA operational organization control Feb. 22, 2013. The transition marks the next step of the mission that supports NASA's Earth science research and NOAA's weather forecasting missions.",0, 2013
2720,2720,2720,Atmospheric,The Suomi Natio...,http://1.usa.gov/VAlYJR,"March  4, 2013","The Suomi National Polar-orbiting Partnership (NPP) satellite, a partnership between NASA and the National Oceanic and Atmospheric Administration (NOAA), was transitioned to NOAA operational organization control Feb. 22, 2013. The transition marks the next step of the mission that supports NASA's Earth science research and NOAA's weather forecasting missions.",2, 2013
2721,2721,2721,Earth,The Suomi Natio...,http://1.usa.gov/VAlYJR,"March  4, 2013","The Suomi National Polar-orbiting Partnership (NPP) satellite, a partnership between NASA and the National Oceanic and Atmospheric Administration (NOAA), was transitioned to NOAA operational organization control Feb. 22, 2013. The transition marks the next step of the mission that supports NASA's Earth science research and NOAA's weather forecasting missions.",4, 2013
2722,2722,2722,weather,The Suomi Natio...,http://1.usa.gov/VAlYJR,"March  4, 2013","The Suomi National Polar-orbiting Partnership (NPP) satellite, a partnership between NASA and the National Oceanic and Atmospheric Administration (NOAA), was transitioned to NOAA operational organization control Feb. 22, 2013. The transition marks the next step of the mission that supports NASA's Earth science research and NOAA's weather forecasting missions.",6, 2013
2723,2723,2723,missions,The Suomi Natio...,http://1.usa.gov/VAlYJR,"March  4, 2013","The Suomi National Polar-orbiting Partnership (NPP) satellite, a partnership between NASA and the National Oceanic and Atmospheric Administration (NOAA), was transitioned to NOAA operational organization control Feb. 22, 2013. The transition marks the next step of the mission that supports NASA's Earth science research and NOAA's weather forecasting missions.",7, 2013
2724,2724,2724,contrails,NASA researcher...,/news/876/nasa-begins-flight-research-campaign-using-alternate-jet-fuel/,"March  4, 2013","NASA researchers have begun a series of flights using the agency's DC-8 flying laboratory to study the effects of alternate biofuel on engine performance, emissions and aircraft-generated contrails at altitude.",0, 2013
2725,2725,2725,joined,When researcher...,/news/874/what-lies-beneath-nasa-antarctic-sub-goes-subglacial/,"March  3, 2013","When researcher Alberto Behar from NASA's Jet Propulsion Laboratory in Pasadena, Calif., joined an international Antarctic expedition last month on a trek to investigate a subglacial lake, he brought with him a unique instrument designed and funded by NASA to help the researchers study one of the last unexplored aquatic environments on Earth.",0, 2013
2726,2726,2726,Antarctic,When researcher...,/news/874/what-lies-beneath-nasa-antarctic-sub-goes-subglacial/,"March  3, 2013","When researcher Alberto Behar from NASA's Jet Propulsion Laboratory in Pasadena, Calif., joined an international Antarctic expedition last month on a trek to investigate a subglacial lake, he brought with him a unique instrument designed and funded by NASA to help the researchers study one of the last unexplored aquatic environments on Earth.",2, 2013
2727,2727,2727,Earth,When researcher...,/news/874/what-lies-beneath-nasa-antarctic-sub-goes-subglacial/,"March  3, 2013","When researcher Alberto Behar from NASA's Jet Propulsion Laboratory in Pasadena, Calif., joined an international Antarctic expedition last month on a trek to investigate a subglacial lake, he brought with him a unique instrument designed and funded by NASA to help the researchers study one of the last unexplored aquatic environments on Earth.",3, 2013
2728,2728,2728,Earth,Take a peek at ...,/earthWallpaper,"March  3, 2013","Take a peek at our latest Earth image of the month. If you like it, download it!",0, 2013
2729,2729,2729,Amazon,The colorful im...,/news/871/nasas-aquarius-sees-salty-shifts/,"February 26, 2013",The colorful images chronicle the seasonal stirrings of our salty world: Pulses of freshwater gush from the Amazon River’s mouth; an invisible seam divides the salty Arabian Sea from the fresher waters of the Bay of Bengal; a large patch of freshwater appears in the eastern tropical Pacific in the winter.,0, 2013
2730,2730,2730,Sea from,The colorful im...,/news/871/nasas-aquarius-sees-salty-shifts/,"February 26, 2013",The colorful images chronicle the seasonal stirrings of our salty world: Pulses of freshwater gush from the Amazon River’s mouth; an invisible seam divides the salty Arabian Sea from the fresher waters of the Bay of Bengal; a large patch of freshwater appears in the eastern tropical Pacific in the winter.,2, 2013
2731,2731,2731,Bengal,The colorful im...,/news/871/nasas-aquarius-sees-salty-shifts/,"February 26, 2013",The colorful images chronicle the seasonal stirrings of our salty world: Pulses of freshwater gush from the Amazon River’s mouth; an invisible seam divides the salty Arabian Sea from the fresher waters of the Bay of Bengal; a large patch of freshwater appears in the eastern tropical Pacific in the winter.,3, 2013
2732,2732,2732,temperatures,NASA scientists...,/news/869/nasa-eyes-declining-vegetation-in-the-eastern-us-from-2000-to-2010/,"February 25, 2013",NASA scientists report that warmer temperatures and changes in precipitation locally and regionally have altered the growth of large forest areas in the eastern United States over the past 10 years.,0, 2013
2733,2733,2733,precipitation locally,NASA scientists...,/news/869/nasa-eyes-declining-vegetation-in-the-eastern-us-from-2000-to-2010/,"February 25, 2013",NASA scientists report that warmer temperatures and changes in precipitation locally and regionally have altered the growth of large forest areas in the eastern United States over the past 10 years.,2, 2013
2734,2734,2734,forest,NASA scientists...,/news/869/nasa-eyes-declining-vegetation-in-the-eastern-us-from-2000-to-2010/,"February 25, 2013",NASA scientists report that warmer temperatures and changes in precipitation locally and regionally have altered the growth of large forest areas in the eastern United States over the past 10 years.,3, 2013
2735,2735,2735,planet,There’s nothing...,http://bit.ly/11YnRnw,"February 20, 2013","There’s nothing quite like historical photos of glaciers to show what a dynamic planet we live on. Alaska’s Muir Glacier, like many Alaskan glaciers, has retreated and thinned dramatically since the 19th century.",0, 2013
2736,2736,2736,Glacier,There’s nothing...,http://bit.ly/11YnRnw,"February 20, 2013","There’s nothing quite like historical photos of glaciers to show what a dynamic planet we live on. Alaska’s Muir Glacier, like many Alaskan glaciers, has retreated and thinned dramatically since the 19th century.",2, 2013
2737,2737,2737,Alaskan,There’s nothing...,http://bit.ly/11YnRnw,"February 20, 2013","There’s nothing quite like historical photos of glaciers to show what a dynamic planet we live on. Alaska’s Muir Glacier, like many Alaskan glaciers, has retreated and thinned dramatically since the 19th century.",3, 2013
2738,2738,2738,Earth,Travel through ...,http://1.usa.gov/ZdQpUH,"February 18, 2013",Travel through Earth's recent climate history.,0, 2013
2739,2739,2739,climate,Travel through ...,http://1.usa.gov/ZdQpUH,"February 18, 2013",Travel through Earth's recent climate history.,1, 2013
2740,2740,2740,Planet,In this new ser...,/news/865/ask-the-expert/,"February 17, 2013","In this new series on ""Big Fat Planet,"" we will answer selected questions about Earth's climate submitted by readers.",0, 2013
2741,2741,2741,Earth,In this new ser...,/news/865/ask-the-expert/,"February 17, 2013","In this new series on ""Big Fat Planet,"" we will answer selected questions about Earth's climate submitted by readers.",2, 2013
2742,2742,2742,climate,In this new ser...,/news/865/ask-the-expert/,"February 17, 2013","In this new series on ""Big Fat Planet,"" we will answer selected questions about Earth's climate submitted by readers.",3, 2013
2743,2743,2743,combined,New research us...,/news/863/study-sheds-new-light-on-arctic-sea-ice-volume-losses/,"February 12, 2013","New research using combined records of ice measurements from NASA's Ice, Cloud and Land Elevation Satellite (ICESat), the European Space Agency's CryoSat-2 satellite, airborne surveys and ocean-based sensors shows Arctic sea ice volume declined 36 percent in the autumn and nine percent in the winter over the last decade.",0, 2013
2744,2744,2744,ice,New research us...,/news/863/study-sheds-new-light-on-arctic-sea-ice-volume-losses/,"February 12, 2013","New research using combined records of ice measurements from NASA's Ice, Cloud and Land Elevation Satellite (ICESat), the European Space Agency's CryoSat-2 satellite, airborne surveys and ocean-based sensors shows Arctic sea ice volume declined 36 percent in the autumn and nine percent in the winter over the last decade.",2, 2013
2745,2745,2745,Ice,New research us...,/news/863/study-sheds-new-light-on-arctic-sea-ice-volume-losses/,"February 12, 2013","New research using combined records of ice measurements from NASA's Ice, Cloud and Land Elevation Satellite (ICESat), the European Space Agency's CryoSat-2 satellite, airborne surveys and ocean-based sensors shows Arctic sea ice volume declined 36 percent in the autumn and nine percent in the winter over the last decade.",4, 2013
2746,2746,2746,Elevation,New research us...,/news/863/study-sheds-new-light-on-arctic-sea-ice-volume-losses/,"February 12, 2013","New research using combined records of ice measurements from NASA's Ice, Cloud and Land Elevation Satellite (ICESat), the European Space Agency's CryoSat-2 satellite, airborne surveys and ocean-based sensors shows Arctic sea ice volume declined 36 percent in the autumn and nine percent in the winter over the last decade.",6, 2013
2747,2747,2747,Satellite,New research us...,/news/863/study-sheds-new-light-on-arctic-sea-ice-volume-losses/,"February 12, 2013","New research using combined records of ice measurements from NASA's Ice, Cloud and Land Elevation Satellite (ICESat), the European Space Agency's CryoSat-2 satellite, airborne surveys and ocean-based sensors shows Arctic sea ice volume declined 36 percent in the autumn and nine percent in the winter over the last decade.",8, 2013
2748,2748,2748,satellite,New research us...,/news/863/study-sheds-new-light-on-arctic-sea-ice-volume-losses/,"February 12, 2013","New research using combined records of ice measurements from NASA's Ice, Cloud and Land Elevation Satellite (ICESat), the European Space Agency's CryoSat-2 satellite, airborne surveys and ocean-based sensors shows Arctic sea ice volume declined 36 percent in the autumn and nine percent in the winter over the last decade.",10, 2013
2749,2749,2749,ocean,New research us...,/news/863/study-sheds-new-light-on-arctic-sea-ice-volume-losses/,"February 12, 2013","New research using combined records of ice measurements from NASA's Ice, Cloud and Land Elevation Satellite (ICESat), the European Space Agency's CryoSat-2 satellite, airborne surveys and ocean-based sensors shows Arctic sea ice volume declined 36 percent in the autumn and nine percent in the winter over the last decade.",12, 2013
2750,2750,2750,Arctic,New research us...,/news/863/study-sheds-new-light-on-arctic-sea-ice-volume-losses/,"February 12, 2013","New research using combined records of ice measurements from NASA's Ice, Cloud and Land Elevation Satellite (ICESat), the European Space Agency's CryoSat-2 satellite, airborne surveys and ocean-based sensors shows Arctic sea ice volume declined 36 percent in the autumn and nine percent in the winter over the last decade.",14, 2013
2751,2751,2751,sea ice,New research us...,/news/863/study-sheds-new-light-on-arctic-sea-ice-volume-losses/,"February 12, 2013","New research using combined records of ice measurements from NASA's Ice, Cloud and Land Elevation Satellite (ICESat), the European Space Agency's CryoSat-2 satellite, airborne surveys and ocean-based sensors shows Arctic sea ice volume declined 36 percent in the autumn and nine percent in the winter over the last decade.",15, 2013
2752,2752,2752,Earth,Take a peek at ...,/earthWallpaper,"February 11, 2013","Take a peek at our latest Earth image of the week. If you like it, download it!",0, 2013
2753,2753,2753,Atlas,The Landsat Dat...,http://1.usa.gov/U6htpG,"February 10, 2013","The Landsat Data Continuity Mission (LDCM) spacecraft sits atop a two-stage Atlas V rocket at Vandenberg Air Force Base (VAFB) in California, scheduled for launch at 1:02 p.m. EST at the beginning of a 48-minute launch window.",0, 2013
2754,2754,2754,EST,The Landsat Dat...,http://1.usa.gov/U6htpG,"February 10, 2013","The Landsat Data Continuity Mission (LDCM) spacecraft sits atop a two-stage Atlas V rocket at Vandenberg Air Force Base (VAFB) in California, scheduled for launch at 1:02 p.m. EST at the beginning of a 48-minute launch window.",1, 2013
2755,2755,2755,satellite,For more than a...,/news/860/a-satellites-view-of-ship-pollution/,"February 10, 2013","For more than a decade, scientists have observed “ship tracks” in natural-color satellite imagery of the ocean.",0, 2013
2756,2756,2756,ocean,For more than a...,/news/860/a-satellites-view-of-ship-pollution/,"February 10, 2013","For more than a decade, scientists have observed “ship tracks” in natural-color satellite imagery of the ocean.",1, 2013
2757,2757,2757,Sea-,Sea-surface hei...,/news/858/pacific-locked-in-la-nada-limbo/,"February  5, 2013","Sea-surface height data from NASA's Jason-1 satellite show that the equatorial Pacific Ocean is still locked in what some call a neutral, or 'La Nada' state. This condition follows two years of strong, cool-water La Niña events.",0, 2013
2758,2758,2758,satellite,Sea-surface hei...,/news/858/pacific-locked-in-la-nada-limbo/,"February  5, 2013","Sea-surface height data from NASA's Jason-1 satellite show that the equatorial Pacific Ocean is still locked in what some call a neutral, or 'La Nada' state. This condition follows two years of strong, cool-water La Niña events.",2, 2013
2759,2759,2759,equatorial,Sea-surface hei...,/news/858/pacific-locked-in-la-nada-limbo/,"February  5, 2013","Sea-surface height data from NASA's Jason-1 satellite show that the equatorial Pacific Ocean is still locked in what some call a neutral, or 'La Nada' state. This condition follows two years of strong, cool-water La Niña events.",4, 2013
2760,2760,2760,Ocean,Sea-surface hei...,/news/858/pacific-locked-in-la-nada-limbo/,"February  5, 2013","Sea-surface height data from NASA's Jason-1 satellite show that the equatorial Pacific Ocean is still locked in what some call a neutral, or 'La Nada' state. This condition follows two years of strong, cool-water La Niña events.",6, 2013
